Gemeinde_Name;E;N;Name;Transportunternehmen_Abkuerzung;Betriebspunkttyp_Bezeichnung;Verkehrsmittel_Bezeichnung;Hšhe
Oensingen;2620520;1237162;Oensingen;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;462
Zurzach;2666113;1267520;Baldingen, Mitteldorf;PAG;Haltestelle;Bus;522
Rehetobel;2752586;1254614;Rehetobel, Hörnlirank;PAG;Haltestelle;Bus;747
Thun;2613682;1177119;Thun, Talacker;STI;Haltestelle;Bus;562
Estavayer;2548540;1176494;Vuissens, école;TPF;Haltestelle;Bus;734
Baden;2665408;1258953;Baden, Trafo;RVBW;Haltestelle;Bus;384
Birmensdorf (ZH);2676877;1245970;Birmensdorf ZH, Sternen/WSL;PAG;Haltestelle;Bus;560
Arisdorf;2624721;1260820;Arisdorf, Weieren;AAGL;Haltestelle;Bus;350
Nesslau;2738565;1234013;Ennetbühl, Bernhalde/Lutert.;PAG;Haltestelle;Bus;1027
Ennetbürgen;2671172;1205307;Bürgenstock, Residenzen;PAG;Haltestelle;Bus;864
Kriens;2664279;1209002;Kriens, Himmelrichstrasse;VBL;Haltestelle;Bus;477
Pfeffingen;2610914;1256526;Pfeffingen, Bergmattenweg;BLT;Haltestelle;Bus;394
Val-de-Ruz;2557790;1211579;Fontainemelon, Ferme Matile;TRN;Haltestelle;Bus;905
Frauenfeld;2710797;1269622;Frauenfeld, Paulisguet;SBF;Haltestelle;Bus;400
Chur;2760214;1192699;Chur, Fürstenwaldstrasse;BuS;Haltestelle;Bus;595
Gaiserwald;2741873;1254478;Abtwil SG, Sonnenberg;VBSG;Haltestelle;Bus;669
Liestal;2621746;1259992;Liestal, Schildareal;AAGL;Haltestelle;Bus;309
Port-Valais;2554832;1137515;Bouveret (lac);CGN;Haltestelle;Schiff;373
Erstfeld;2692450;1186580;Erstfeld, Reformierte Kirche;AAGU;Haltestelle;Bus;470
Oberengstringen;2676991;1251575;Oberengstringen, Paradies;VBZ;Haltestelle;Bus;414
Vandoeuvres;2503689;1118850;Vandoeuvres, Planta;TPG;Haltestelle;Bus;462
Chamoson;2584399;1115553;St-Pierre-de-Clages, église;PAG;Haltestelle;Bus;514
Kreuzlingen;2729773;1278847;Kreuzlingen, Fliegaufstrasse;PAG;Haltestelle;Bus;414
La Chaux-de-Fonds;2554141;1218395;La Chaux-de-Fonds, Prévoyance;TRN;Haltestelle;Bus;1041
Luzern;2666641;1211930;Luzern, Haldensteig;VBL;Haltestelle;Bus;442
Romainmôtier-Envy;2525181;1171829;Romainmôtier, église;PAG;Haltestelle;Bus;663
Meiringen;2657641;1175461;Meiringen, Talstation;PAG;Haltestelle;Bus;626
Haute-Ajoie;2568445;1250008;Chevenez, Paléo Jura;PAG;Haltestelle;Bus;462
Beringen;2683980;1282335;Guntmadingen, Dorf;VBSH;Haltestelle;Bus;438
Lancy;2497963;1114745;Grand-Lancy, Curé-Baud;TPG;Haltestelle;Bus;395
Bofflens;2528185;1172929;Bofflens, Sur Chaumy;PAG;Haltestelle;Bus;572
Brissago;2698940;1109875;Porto Ronco, Crodolo Verbano;FART;Haltestelle;Bus;205
Affoltern am Albis;2675160;1237865;Zwillikon, Gemeindeplatz;PAG;Haltestelle;Bus;468
Luzern;2666224;1211384;Luzern;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;436
Chêne-Pâquier;2549588;1179576;Chêne-Pâquier, En Braye;PAG;Haltestelle;Bus;683
Strengelbach;2636846;1237357;Strengelbach, Sägetstrasse;AVA;Haltestelle;Bus;435
Frauenfeld;2710104;1268475;Frauenfeld, Staubeggstrasse;SBF;Haltestelle;Bus;400
Mollens (VD);2517250;1158475;Mollens VD, Forchy;MBC;Haltestelle;Bus;728
Engelberg;2671191;1191476;Grafenort;zb;Haltestelle;Zug;567
Luzern;2665715;1209698;Luzern Allmend/Messe;zb;Haltestelle;Zug;444
Stein (AR);2743747;1248340;Stein AR, Schachen;PAG;Haltestelle;Bus;808
Lens;2600579;1124097;Flanthey, Chelin;PAG;Haltestelle;Bus;792
Estavayer;2556090;1187540;Sévaz (embr);SBB CFF FFS;Bedienpunkt;;479
Wyssachen;2629324;1214882;Wyssachen, Dürrenbühl;BLAG;Haltestelle;Bus;710
Oberrohrdorf;2665945;1252476;Oberrohrdorf, Friedhof;PAG;Haltestelle;Bus;472
Klosters;2789103;1193021;Klosters, Höhwald;PAG;Haltestelle;Bus;1291
Liedertswil;2621181;1249000;Liedertswil, Dorf;BLT;Haltestelle;Bus;633
Klosters;2786121;1194205;Klosters, Kath. Kirche;PAG;Haltestelle;Bus;1203
Monthey;2563411;1121233;Choëx, Bercla;TPC;Haltestelle;Bus;526
Orsières;2575331;1097209;Champex, piscine;TMR;Haltestelle;Bus;1395
Genthod;2500536;1124529;Genthod, Chênes;TPG;Haltestelle;Bus;424
Muotathal;2697814;1204424;Ried (Muotathal), Seilb.Illgau;AAGS;Haltestelle;Bus;582
Zollikon;2686692;1244416;Zollikon, Schützenstrasse;VBZ;Haltestelle;Bus;415
Soazza;2736476;1133464;Cabbiolo, Ara;PAG;Haltestelle;Bus;480
Lugano;2716300;1090964;Carona, Bellavista;PAG;Haltestelle;Bus;611
Meikirch;2594291;1206461;Meikirch, Käserei;PAG;Haltestelle;Bus;657
Nendaz;2586921;1115025;Fey (Nendaz), village;PAG;Haltestelle;Bus;808
Weggis;2673815;1209281;Weggis, Zinnenstrasse;AAGS;Haltestelle;Bus;437
Delémont;2593125;1245865;Delémont, Molière;PAG;Haltestelle;Bus;413
Zug;2681870;1223880;Zug, Oberwiler Kirchweg;ZVB;Haltestelle;Bus;463
Blonay - Saint-Légier;2559676;1148865;La Châ;SCP;Haltestelle;Sesselbahn;1393
Morges;2528710;1152508;Lonay, Maraîchère;MBC;Haltestelle;Bus;389
Tägerwilen;2728150;1279736;Tägerwilen, Sportplatz;VSK;Haltestelle;Bus;403
St. Moritz;2784801;1151521;St. Moritz Bad, Youth Hostel;OBSM;Haltestelle;Bus;1785
La Chaux-des-Breuleux;2568702;1230034;La Chaux-des-Breuleux;CJ;Haltestelle;Zug;1007
Troistorrents;2560099;1120211;Route de Morgins;TPC;Haltestelle;Zug;755
Paradiso;2717450;1094148;Paradiso, Piscina;SNL;Haltestelle;Bus;274
Lausanne;2539344;1154726;Lausanne, Abeilles;TL;Haltestelle;Bus;663
Schaan;2756898;1227037;Schaan, Hilcona;VLM;Haltestelle;Bus;446
Eschen;2756317;1229498;Bendern, Pinocchio;VLM;Haltestelle;Bus;440
Brügg;2588213;1219175;Brügg BE, Jura;asm;Haltestelle;Bus;437
Saas-Fee;2637880;1106681;Saas-Fee, Allalin;OSF;Haltestelle;Bus;1835
Thun;2613746;1174989;Thun, Zeughaus;STI;Haltestelle;Bus;564
St. Gallen;2747006;1253443;St. Gallen, Etzelbünt;VBSG;Haltestelle;Bus;773
Lavizzara;2693571;1138919;Prato, Ponte;PAG;Haltestelle;Bus;747
Montreux;2560849;1142039;Valmont;MVR;Haltestelle;Zahnradbahn;639
Rickenbach (ZH);2701630;1266158;Rickenbach Sulz, Sunnezirkel;PAG;Haltestelle;Bus;425
Aigle;2562865;1130145;Aigle, Pré d'Emoz/écoles;TPC;Haltestelle;Bus;396
Solothurn;2607070;1228424;Solothurn West;SBB CFF FFS;Haltestelle;Zug;433
Puidoux;2549944;1151090;Puidoux, Moreillon;PAG;Haltestelle;Bus;653
Münchenstein;2613482;1262532;Münchenstein;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;273
Gibloux;2567812;1173681;Villarsel-le-Gibloux, village;PAG;Haltestelle;Bus;752
Thurnen;2604816;1185825;Kirchenthurnen, Dorf;SVB;Haltestelle;Bus;612
Furna;2770545;1200851;Furna, Kirche;PAG;Haltestelle;Bus;1349
Quinto;2696440;1151663;Ambrì, Chiesa;PAG;Haltestelle;Bus;981
Nendaz;2589672;1114872;Sornard (Nendaz), village;PAG;Haltestelle;Bus;1163
Prato (Leventina);2700450;1149441;Rodi, Dazio Grande;PAG;Haltestelle;Bus;939
Küssnacht (SZ);2673592;1212993;Merlischachen (See);SGV;Haltestelle;Schiff;435
Thunstetten;2623841;1228241;Thunstetten, Schloss;asm;Haltestelle;Bus;510
Thayngen;2692470;1292790;Hofen SH, Reiatschulhaus;VBSH;Haltestelle;Bus;469
Niederrohrdorf;2665308;1253568;Niederrohrdorf, Fohrhölzli;PAG;Haltestelle;Bus;459
Vallorbe;2518340;1174000;Vallorbe, gare;TRAVYS;Haltestelle;Bus;800
Mendrisio;2719448;1084833;Capolago, Posta;PAG;Haltestelle;Bus;268
Kloten;2686610;1256639;Kloten, Ackerstrasse;VBG;Haltestelle;Bus;447
Romanshorn;2743973;1269617;Romanshorn, Gärtliszelg;AOT;Haltestelle;Bus;431
Arosa;2768618;1191117;St. Peter Triemel, Gasthaus;SFT;Haltestelle;Bus;1847
Genève;2500274;1117449;Genève, Hôtel-de-Ville;TPG;Haltestelle;Bus;387
Echandens;2531144;1153851;Echandens, collège;MBC;Haltestelle;Bus;425
Semsales;2560878;1158253;Semsales, ancienne église;PAG;Haltestelle;Bus;868
Rupperswil;2652923;1250881;Rupperswil Ost;SBB CFF FFS;Spurwechsel;;365
Saanen;2586304;1148599;Saanen;MOB;Haltestelle und Bedienpunkt;Zug;1010
Richterswil;2696126;1229381;Richterswil;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;408
Zürich;2681365;1248735;Zürich Vorbahnhof;SBB CFF FFS;Bedienpunkt;;405
Dübendorf;2687991;1250288;Dübendorf, Ringwiesen;VBG;Haltestelle;Tram;435
Allschwil;2608720;1267887;Allschwil, Wänglismatten;BLT;Haltestelle;Bus;276
Chêne-Pâquier;2548849;1180132;Chêne-Pâquier, anc. poste;PAG;Haltestelle;Bus;670
Saint-Imier;2566827;1222397;St-Imier;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;792
Berg (SG);2747925;1261400;Berg SG, Seeblick;PAG;Haltestelle;Bus;508
Delémont;2592924;1245150;Delémont, La Mandchourie;PAG;Haltestelle;Bus;417
Wil (SG);2720750;1258304;Wil SG, Winkelriedstrasse;BOS;Haltestelle;Bus;571
Villeneuve (VD);2561255;1138207;Villeneuve VD, Carroz-Derrière;VMCV;Haltestelle;Bus;376
Emmen;2665656;1214571;Emmen, Kirche;AAGR;Haltestelle;Bus;428
Engelberg;2673590;1185826;Engelberg;zb;Haltestelle und Bedienpunkt;Zug;999
La Chaux-de-Fonds;2552761;1216868;La Chaux-de-Fonds, Tourelles;TRN;Haltestelle;Bus;1050
Zürich;2682895;1251223;Zürich Oerlikon Süd (Abzw);SBB CFF FFS;Verzweigung, Abzweigung, Spaltweiche;;440
Andermatt;2688846;1163676;Gurschen (Gemsstock);ASS;Zugeordneter Betriebspunkt;;2205
Mettmenstetten;2679150;1231100;Mettmenstetten, Rossau;PAG;Haltestelle;Bus;460
Trun;2718468;1178039;Trun, casa da scola;PAG;Haltestelle;Bus;860
Langrickenbach;2734750;1275273;Schönenbaumgarten;PAG;Haltestelle;Bus;495
Balzers;2756456;1214749;Balzers, Schlossgarten;VLM;Haltestelle;Bus;474
Flühli;2643845;1187077;Sörenberg, Südelhöchi;PAG;Haltestelle;Bus;1110
Grindelwald;2646197;1163840;Grindelwald, Firstbahn;GWB;Haltestelle;Bus;1052
Presinge;2507875;1117993;Presinge, Bornes;TPG;Haltestelle;Bus;447
Troinex;2500400;1113277;Troinex, Pont-de-Drize;TPG;Haltestelle;Bus;423
Schaffhausen;2689232;1284683;Schaffhausen, Psychiatriezentr;VBSH;Haltestelle;Bus;464
Innertkirchen;2660788;1172539;Innertkirchen Kraftwerke Ost;zb;Gleisende;;634
Pontresina;2790027;1150907;Pontresina, Palü;PAG;Haltestelle;Bus;1824
Mendrisio;2719924;1082237;Mendrisio, Vignalunga;PAG;Haltestelle;Bus;335
Lussery-Villars;2530046;1164780;Lussery-Villars,pl. de Lussery;PAG;Haltestelle;Bus;494
Zürich;2682773;1247403;Zürich, Sihlstrasse;VBZ;Haltestelle;Bus / Tram;411
Flums;2745951;1215890;Flumserberg Saxli, Hof;PAG;Haltestelle;Bus;587
Baulmes;2530185;1182361;Baulmes;TRAVYS;Haltestelle und Bedienpunkt;Zug;631
Avenches;2569532;1192053;Avenches, Montmezard;PAG;Haltestelle;Bus;480
Worb;2612056;1197921;Enggistein, Dorf;PAG;Haltestelle;Bus;691
Krauchthal;2609700;1206497;Krauchthal, Post;PAG;Haltestelle;Bus;585
Höri;2679862;1261982;Höri, Oberhöri;PAG;Haltestelle;Bus;407
Bürchen;2629561;1125510;Bürchen, Zenhäusern;PAG;Haltestelle;Bus;1440
Wil (SG);2722497;1258411;Wil SG, Friedberg;PAG;Haltestelle;Bus;580
Spreitenbach;2670272;1253338;RBL E-Gruppe;SBB CFF FFS;Zugeordneter Betriebspunkt;;394
Monteceneri;2714798;1104795;Mezzovico (c bin);SBB CFF FFS;Verzweigung, Abzweigung, Spaltweiche;;399
Liesberg;2598707;1249463;Liesberg, Riederwald;PAG;Haltestelle;Bus;390
Homburg;2719455;1279008;Hörhausen, Reutenen;PAG;Haltestelle;Bus;717
Walkringen;2613272;1199588;Walkringen, Dorni;PAG;Haltestelle;Bus;700
Cazis;2750745;1176177;Sarn, Dorf;PAG;Haltestelle;Bus;1162
Versoix;2501194;1127380;Versoix, Collège du Léman;TPG;Haltestelle;Bus;422
Leysin;2566538;1134892;Lac d'Aï (Chaux-de-Mont);TLML;Haltestelle;Sesselbahn;1895
Brienz (BE);2644394;1176123;Giessbach See;BLSSF;Haltestelle;Schiff;573
Meiringen;2653161;1176457;Unterbach BE, Unterheidstrasse;PAG;Haltestelle;Bus;576
Langrickenbach;2736772;1270603;Kümmertshausen, Oberlöwenhaus;PAG;Haltestelle;Bus;498
Innertkirchen;2664933;1174630;Nessental, Schwendi;PAG;Haltestelle;Bus;876
Courtételle;2591348;1244660;Courtételle, Courtemelon;PAG;Haltestelle;Bus;430
Zürich;2680470;1251004;Zürich, Hönggerberg;VBZ;Haltestelle;Bus;519
Neuchâtel;2560542;1205589;Neuchâtel, Acacias;TRN;Haltestelle;Bus;626
Oberhof;2644593;1254170;Benkerjoch, Passhöhe;PAG;Haltestelle;Bus;674
Seeberg;2617417;1222645;Seeberg BE, Stalderhof;asm;Haltestelle;Bus;489
Obergoms;2669504;1157112;Grimsel, Rest. Grimselblick;PAG;Haltestelle;Bus;2161
Biberist;2608199;1227288;Biberist, Enge;BSU;Haltestelle;Bus;450
Arosa;2766737;1189519;Castiel, Galgenbühl;PAG;Haltestelle;Bus;1218
Orsières;2575705;1092644;Praz-de-Fort, Le Revers;TMR;Haltestelle;Bus;1185
Uttwil;2743420;1272380;Uttwil (See);SBS;Haltestelle;Schiff;398
Baden;2664425;1259524;Baden, Schellenacker;RVBW;Haltestelle;Bus;385
Cazis;2750895;1175839;Sarn, Sendas;PAG;Haltestelle;Bus;1096
Basel;2611081;1266658;Basel, Heuwaage (Vzw Wds);BLT;Wendeschleife;;265
Fislisbach;2663556;1255085;Fislisbach, Sommerhalde;RVBW;Haltestelle;Bus;410
Locarno;2713793;1113125;Ponte Ticino Est (c bin);SBB CFF FFS;Spurwechsel;;204
Sumiswald;2625716;1210320;Oberei bei Wasen i.E.;ETB;Haltestelle;Zug;723
Sins;2672670;1226800;Sins, Bahnhof;ZVB;Haltestelle;Bus;406
Schübelbach;2712610;1226039;Schübelbach, West;PAG;Haltestelle;Bus;428
Rüti (ZH);2707340;1234555;Rüti ZH, Steinacher;VZO;Haltestelle;Bus;480
Billens-Hennens;2558721;1171158;Billens, village;TPF;Haltestelle;Bus;739
Porrentruy;2573774;1251821;Porrentruy, Patinoire;PAG;Haltestelle;Bus;435
Stein am Rhein;2706919;1279730;Stein am Rhein, Chlosterhof;SBG;Haltestelle;Bus;406
Chalais;2607014;1122739;Vercorin, poste;PAG;Haltestelle;Bus;1319
Bellach;2605553;1228803;Bellach, Marktstrasse;BSU;Haltestelle;Bus;435
Kreuzlingen;2729912;1278358;Kreuzlingen, Spiesshaldenstr.;VSK;Haltestelle;Bus;420
Kirchberg (SG);2721280;1254526;Lamperswil SG;BOS;Haltestelle;Bus;644
Verzasca;2705196;1132765;Frasco, Paese;PAG;Haltestelle;Bus;888
St. Gallen;2747290;1256168;St. Gallen, Storchenstrasse;VBSG;Haltestelle;Bus;667
Collombey-Muraz;2561120;1122530;Collombey, Les Neyres Chapelle;PAG;Haltestelle;Bus;391
Lenk;2602801;1144005;Metschmaad;LB;Haltestelle;Sesselbahn;1658
Domat/Ems;2750607;1187729;Reichenau-Tamins;RhB FR VR;Haltestelle und Bedienpunkt;Zug;604
Rorschacherberg;2757185;1260576;Rorschacherberg, Wilenrain;PAG;Haltestelle;Bus;430
Guggisberg;2590948;1180118;Guggisberg, Kirchhalten;PAG;Haltestelle;Bus;1050
Capriasca;2719050;1103029;Lopagno, Paese;PAG;Haltestelle;Bus;590
Rüderswil;2619404;1204100;Schwanden i.E., Post;PAG;Haltestelle;Bus;637
Luzern;2665662;1212160;Luzern, Friedbergstrasse;VBL;Haltestelle;Bus;484
Waldstatt;2739513;1246801;Waldstatt, Post/Bahnhof;PAG;Haltestelle;Bus;816
Baden;2665842;1259303;Baden, Grosse Bäder;RVBW;Haltestelle;Bus;357
Belmont-Broye;2569596;1186696;Léchelles Tanklager (embr);SBB CFF FFS;Bedienpunkt;;602
Echandens;2531446;1153674;Lausanne-Triage C;SBB CFF FFS;Dienststation;;396
Zermatt;2624456;1094865;Riffelalp;GGB;Haltestelle;Zahnradbahn;2212
Willisau;2642410;1219737;Willisau, Feldli;PAG;Haltestelle;Bus;547
Morschach;2689949;1200978;Sisikon Nord;SBB CFF FFS;Spurwechsel;;446
Bergün Filisur;2777586;1163542;Val Rots (B);RhB FR VR;Blockstelle;;1613
Lugano;2724301;1104319;Cimadera, Paese;PAG;Haltestelle;Bus;1078
Morschach;2689550;1204036;Morschach, Gewerbestrasse;AAGS;Haltestelle;Bus;638
Suhr;2647665;1248346;Suhr, Bühlstrasse;BBA;Haltestelle;Bus;392
Aadorf;2710079;1261060;Aadorf, Zentrum;PAG;Haltestelle;Bus;528
Arosa;2771099;1183865;Arosa, Bahnhof;AVB;Haltestelle;Bus;1750
Cazis;2752005;1176807;Cazis, Ausserdorf;PAG;Haltestelle;Bus;658
Davos;2781980;1184208;Carjöl;DKB;Haltestelle;Sesselbahn;1624
Finhaut;2561905;1101833;Les Montuires;PAC;Haltestelle;Zug / Standseilbahn;1821
Arosa;2767756;1182325;Arosa Schönboden;ABB;Haltestelle;Sesselbahn;2147
Vevey;2554279;1145915;Vevey;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;386
Biezwil;2598408;1218114;Biezwil, Dorf;PAG;Haltestelle;Bus;589
Montreux;2559574;1142860;Montreux MVR-mtgn;MVR;Zugeordneter Betriebspunkt;;396
Aigle;2563730;1130027;Aigle, Les Glariers;TPC;Haltestelle;Bus;412
Häfelfingen;2631909;1251798;Häfelfingen, Weidweg;BLT;Haltestelle;Bus;545
Rossinière;2573737;1146138;La Chaudanne-Les Moulins;MOB;Haltestelle;Zug;887
Biel/Bienne;2588147;1222070;Biel/Bienne, Flurweg/Chemin des Champs;VB TPB;Haltestelle;Bus;464
Bättwil;2605425;1259931;Bättwil, Müli;BLT;Haltestelle;Bus;359
Lyssach;2610952;1214077;Lyssach, Lyssachschachen;BLAG;Haltestelle;Bus;517
Affeltrangen;2722778;1265986;Märwil;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;506
La Chaux-de-Fonds;2553883;1217551;La Chaux-de-Fonds, Moulins;PAG;Haltestelle;Bus;997
Pont-la-Ville;2574944;1172227;Pont-la-Ville;TPF;Haltestelle;Bus;773
Liestal;2622093;1259212;Liestal, Bahnhof Süd;PAG;Haltestelle;Bus;328
Lugano;2717549;1092851;San Martino (cambio);SBB CFF FFS;Spurwechsel;;282
Cadenazzo;2716215;1111509;Al Motto (c bin);SBB CFF FFS;Spurwechsel;;397
Landiswil;2616954;1200422;Obergoldbach, Längacker;PAG;Haltestelle;Bus;793
Birrhard;2660634;1253715;Birrhard, Usserdorf;PAG;Haltestelle;Bus;400
Münchenstein;2613231;1264228;Münchenstein, Neuewelt;BLT;Haltestelle;Bus / Tram;272
Göschenen;2681187;1166969;Göscheneralp, Dammagletscher;PAG;Haltestelle;Bus;1783
Eclépens;2532168;1167713;Eclépens;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;455
Yverdon-les-Bains;2539634;1180795;Yverdon-les-Bains, 4 Marronniers;PAG;Haltestelle;Bus;435
Schaffhausen;2691322;1285361;Schaffhausen, Busdepot;VBSH;Haltestelle;Bus;445
Eschen;2757423;1231178;Eschen, Rofenberg Kapelle;VLM;Haltestelle;Bus;488
Belmont-sur-Lausanne;2541569;1152387;Belmont-sur-Lausanne, Pâquis;TL;Haltestelle;Bus;609
Surses;2764228;1164857;Riom, spartaveias;PAG;Haltestelle;Bus;1167
St. Stephan;2596702;1150812;St. Stephan, Grodey;AFA;Haltestelle;Bus;1008
Eschenbach (SG);2716283;1234285;St. Gallenkappel, Holz;BBO;Haltestelle;Bus;621
Vionnaz;2555246;1128254;La Jorette (Plan-du-Croix);TTG;Zugeordneter Betriebspunkt;;1633
Carouge (GE);2499577;1114615;Carouge GE, Grange-Collomb;TPG;Haltestelle;Bus;409
Steg-Hohtenn;2625065;1130170;Hohtenn;BLS;Haltestelle und Bedienpunkt;Zug;1078
Klosters;2786278;1193250;Klosters, Brügga;PAG;Haltestelle;Bus;1180
St. Niklaus;2629240;1114938;St. Niklaus VS, Flieltinen;MGB;Haltestelle;Bus;1310
Sant'Antonino;2720189;1112594;Paiardi, San Giulio;PAG;Haltestelle;Bus;365
Morges;2527002;1151242;Morges, Gottaz;MBC;Haltestelle;Bus;389
Montreux;2560710;1141791;Cotterd-Le Flon TMF;TMF;Zugeordneter Betriebspunkt;;508
Grancy;2525175;1160225;Grancy, Les Pâles;MBC;Haltestelle;Bus;597
Neuhausen am Rheinfall;2688867;1281643;Neuhausen, Rheinstrasse;VBSH;Haltestelle;Bus;402
Adelboden;2605692;1145072;Adelboden Geils (Hahnenmoos);BA;Haltestelle;Kabinenbahn;1707
Locarno;2704551;1113587;Locarno, Bivio V. Nessi;FART;Haltestelle;Bus;201
Vionnaz;2554918;1126928;Tête-du-Tronchey;TTG;Haltestelle;Sesselbahn;1898
Hägendorf;2631151;1242859;Hägendorf, Nellen;BOGG;Haltestelle;Bus;426
Ronco sopra Ascona;2699499;1110683;Porto Ronco, Posta;FART;Haltestelle;Bus;203
Hinwil;2704776;1240212;Hinwil, Wässeristrasse;VZO;Haltestelle;Bus;565
Luzern;2665778;1210912;Luzern, Moosegg;VBL;Haltestelle;Bus;436
Mergoscia;2708586;1118483;Mergoscia, Bivio per Rivapiana;FART;Haltestelle;Bus;735
Subingen;2613080;1226967;Subingen;SBB CFF FFS;Bedienpunkt;;443
Gambarogno;2705483;1109459;Casenzano, Paese;PAG;Haltestelle;Bus;328
Vinzel;2510938;1144685;Vinzel, village;PAG;Haltestelle;Bus;450
Weggis;2677993;1210767;Rigi Kaltbad (Luftseilbahn);RB;Haltestelle;Kabinenbahn;1423
Luzern;2662822;1211444;Littau, Matt;VBL;Haltestelle;Bus;510
Lucens;2554326;1175058;Cremin, village;PAG;Haltestelle;Bus;637
Langnau im Emmental;2626244;1199107;Langnau i.E., Sonnegg;BLAG;Haltestelle;Bus;682
Schwyz;2690947;1209746;Seewen SZ, Bienenheimstrasse;AAGS;Haltestelle;Bus;491
Mont-Vully;2573072;1199808;Môtier (Vully), village;TPF;Haltestelle;Bus;434
Minusio;2706640;1114553;Minusio;SBB CFF FFS;Haltestelle ausser Betrieb;;202
Zunzgen;2627891;1255136;Zunzgen, Büchel;BLT;Haltestelle;Bus;402
Glarus Süd;2714694;1196166;Linthal, Kantonsgrenze;PAG;Haltestelle;Bus;1313
Ilanz/Glion;2737031;1182380;Castrisch;RhB FR VR;Haltestelle und Bedienpunkt;Zug;705
Avry;2572425;1181736;Avry-sur-Matran, CO;TPF;Haltestelle;Bus;668
Mont-Vully;2571958;1199983;Lugnorre, place du Pommeré;TPF;Haltestelle;Bus;510
Oberburg;2614548;1209314;Oberburg, Bärenstrasse;BLAG;Haltestelle;Bus;549
Lugano;2719384;1096461;Aldesago, Via Rava;TPL;Haltestelle;Bus;670
Winterthur;2697522;1261892;Winterthur, Obertor;SBW;Haltestelle;Bus;439
Schaffhausen;2691358;1286592;Schaffhausen, Trüllenbuck;VBSH;Haltestelle;Bus;472
Schaffhausen;2688866;1284640;Schaffhausen, Weinberg;VBSH;Haltestelle;Bus;473
Cornaux;2568900;1208925;Cornaux fin des voies;SBB CFF FFS;Gleisende;;435
Capriasca;2717505;1102228;Vaglio, Paese;PAG;Haltestelle;Bus;549
Biel/Bienne;2585182;1220295;Biel/Bienne, Bahnhof/Gare;VB TPB;Haltestelle;Bus;437
Menzingen;2688345;1225225;Menzingen, Kreuzegg;ZVB;Haltestelle;Bus;809
Gibloux;2568425;1174582;Estavayer-le-Gibloux, école;PAG;Haltestelle;Bus;700
Thurnen;2605302;1184678;Mühlethurnen, Post;PAG;Haltestelle;Bus;570
Wahlen;2605625;1250641;Wahlen b. Laufen, Unterdorf;PAG;Haltestelle;Bus;390
Ebikon;2667950;1214385;Ebikon, Schmiedhof;VBL;Haltestelle;Bus;438
Niedergesteln;2626375;1128999;Niedergesteln, Kiesfang;RA;Haltestelle;Bus;632
Cressier (FR);2577986;1194398;Cressier FR, gare;TPF;Haltestelle;Bus;540
Cheyres-Châbles;2550287;1185148;Cheyres, école;TPF;Haltestelle;Bus;449
Meggen;2669865;1211522;Meggen, Buchmatt;VBL;Haltestelle;Bus;542
Surses;2765505;1163267;Savognin, Strada;PAG;Haltestelle;Bus;1253
Münsingen;2608954;1192763;Münsingen, Schwand;SVB;Haltestelle;Bus;541
Horgen;2687211;1235311;Horgen, Wannerstrasse;SZU;Haltestelle;Bus;421
Schellenberg;2759008;1233026;Schellenberg, Widum;VLM;Haltestelle;Bus;558
Unterseen;2631300;1170500;Unterseen, Dorf;PAG;Haltestelle;Bus;572
Kaltbrunn;2719588;1230709;Kaltbrunn, Sonnhalde;PAG;Haltestelle;Bus;430
Zurzach;2663955;1271267;Bad Zurzach, Turmhotel;PAG;Haltestelle;Bus;341
Le Locle;2544455;1213170;Les Brenets;TRN;Haltestelle;Zug;873
Lenzburg;2655858;1248811;Lenzburg, Hypiplatz;RBL;Haltestelle;Bus;397
Schönholzerswilen;2726655;1263363;Schönholzerswilen, Hagenwil;PAG;Haltestelle;Bus;620
Meyrin;2494041;1119836;Zimeysa, gare;TPG;Haltestelle;Bus;431
Malans;2763452;1209076;Älpli;AMG;Haltestelle;Kabinenbahn;1801
Anniviers;2612526;1114296;Ayer, Prarrayer;PAG;Haltestelle;Bus;1446
Beringen;2686014;1283777;Beringen, Belvedere;VBSH;Haltestelle;Bus;501
Lausanne;2538174;1152074;Lausanne, Rasude;TL;Haltestelle;Bus;458
Lengwil;2733127;1274448;Illighausen, Wilen;PAG;Haltestelle;Bus;548
Engelberg;2678598;1183845;Fürenalp;LEF;Haltestelle;Kabinenbahn;1850
Estavayer;2557622;1191332;Forel FR, La Vernase;TPF;Haltestelle;Bus;474
Rüschlikon;2683939;1240167;Rüschlikon, Belvoir;VBZ;Haltestelle;Bus;503
St. Ursen;2583059;1182382;St. Ursen, alte Post;TPF;Haltestelle;Bus;702
Pully;2539720;1151257;Pully, Joliette;TL;Haltestelle;Bus;412
Maienfeld;2758973;1207983;Maienfeld;SBB CFF FFS;Haltestelle;Zug;504
